Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,27,66159,2730166,Monterey,Salinas Union High,Everett Alvarez High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2645,1434,0.542155009,1648,0.623062382,2546,1393,0.547132757,1602,0.62922231,Y
2017-2018,27,66159,2733178,Monterey,Salinas Union High,North Salinas High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2216,1245,0.561823105,1450,0.65433213,2116,1198,0.566162571,1396,0.65973535,Y
2017-2018,27,66159,2734481,Monterey,Salinas Union High,Mount Toro High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,193,145,0.751295337,154,0.797927461,158,114,0.721518987,123,0.778481013,Y
2017-2018,27,66159,2734556,Monterey,Salinas Union High,Salinas High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2608,1171,0.449003067,1306,0.500766871,2514,1137,0.452267303,1271,0.505568815,Y
2017-2018,27,73825,2730034,Monterey,North Monterey County Unified,North Monterey County High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1214,787,0.648270181,978,0.805601318,1164,758,0.651202749,946,0.812714777,Y
2017-2018,27,73825,2730141,Monterey,North Monterey County Unified,Central Bay High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,48,40,0.833333333,46,0.958333333,37,30,0.810810811,35,0.945945946,Y
2017-2018,27,75440,0106112,Monterey,Soledad Unified,Pinnacles High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,36,28,0.777777778,28,0.777777778,33,26,0.787878788,26,0.787878788,Y
2017-2018,27,75440,2730190,Monterey,Soledad Unified,Soledad High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1437,1246,0.867084203,1279,0.890048713,1405,1217,0.866192171,1249,0.888967972,Y
2017-2018,27,75473,2730067,Monterey,Gonzales Unified,Somavia High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,36,27,0.75,29,0.805555556,32,23,0.71875,25,0.78125,Y
2017-2018,27,75473,2730885,Monterey,Gonzales Unified,Gonzales High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,785,581,0.740127389,658,0.838216561,758,555,0.732189974,632,0.833773087,Y
2017-2018,28,66241,2830065,Napa,Calistoga Joint Unified,Palisades High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,7,3,0.428571429,4,0.571428571,5,2,0.4,2,0.4,Y
2017-2018,28,66266,0121087,Napa,Napa Valley Unified,American Canyon High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1572,442,0.281170483,552,0.351145038,1531,426,0.27824951,535,0.349444807,Y
2017-2018,28,66266,0128314,Napa,Napa Valley Unified,Legacy High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,20,8,0.4,9,0.45,19,7,0.368421053,8,0.421052632,Y
2017-2018,28,66266,2830016,Napa,Napa Valley Unified,Vintage High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1782,622,0.349046016,735,0.412457912,1736,605,0.348502304,717,0.413018433,Y
2017-2018,28,66266,2830115,Napa,Napa Valley Unified,New Technology High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,393,121,0.307888041,150,0.381679389,381,116,0.304461942,143,0.375328084,Y
2017-2018,28,66266,2835601,Napa,Napa Valley Unified,Napa High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1906,876,0.459601259,1021,0.53567681,1819,832,0.457394173,976,0.536558549,Y
2017-2018,28,66290,2837102,Napa,Saint Helena Unified,Saint Helena High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,467,138,0.295503212,156,0.334047109,448,130,0.290178571,146,0.325892857,Y
2017-2018,29,10298,0114314,Nevada,Nevada County Office of Education,Bitney Prep High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0871,Locally funded,N,9,12,88,50,0.568181818,56,0.636363636,86,48,0.558139535,54,0.627906977,Y
2017-2018,29,10298,0130823,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1680,Directly funded,Y,9,12,399,288,0.721804511,320,0.802005013,1,0,0,0,0,Y
2017-2018,29,10298,2930147,Nevada,Nevada County Office of Education,John Muir Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0255,Directly funded,Y,9,12,893,744,0.833146697,825,0.923852184,170,146,0.858823529,154,0.905882353,Y
2017-2018,29,66357,0112367,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,162,41,0.25308642,54,0.333333333,157,38,0.242038217,51,0.324840764,Y
2017-2018,29,66357,0124834,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,High School District,High Schools (Public),Traditional,N/A,Yes,1336,Directly funded,Y,9,12,194,75,0.386597938,83,0.427835052,187,72,0.385026738,80,0.427807487,Y
2017-2018,29,66357,2930030,Nevada,Nevada Joint Union High,North Point Academy,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,91,32,0.351648352,37,0.406593407,85,31,0.364705882,36,0.423529412,Y
2017-2018,29,66357,2930048,Nevada,Nevada Joint Union High,Bear River High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,611,155,0.253682488,184,0.301145663,593,148,0.249578415,177,0.298482293,Y
2017-2018,29,66357,2930071,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,136,97,0.713235294,103,0.757352941,117,82,0.700854701,88,0.752136752,Y
2017-2018,29,66357,2930089,Nevada,Nevada Joint Union High,NU Tech High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,45,23,0.511111111,23,0.511111111,41,21,0.512195122,21,0.512195122,Y
2017-2018,29,66357,2935500,Nevada,Nevada Joint Union High,Nevada Union High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1546,554,0.358344114,629,0.406856404,1460,531,0.36369863,601,0.411643836,Y
2017-2018,30,10306,0126037,Orange,Orange County Department of Education,Samueli Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1419,Directly funded,Y,9,12,527,287,0.54459203,334,0.633776091,516,279,0.540697674,326,0.631782946,Y
2017-2018,30,10306,0132910,Orange,Orange County Department of Education,College and Career Preparatory Academy,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1761,Locally funded,N,9,12,207,180,0.869565217,194,0.937198068,1,0,0,1,1,Y
2017-2018,30,10306,0133959,Orange,Orange County Department of Education,Unity Middle College High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1800,Directly funded,Y,9,12,44,28,0.636363636,28,0.636363636,44,28,0.636363636,28,0.636363636,Y
2017-2018,30,10306,0133983,Orange,Orange County Department of Education,USC College Prep Santa Ana Campus,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1798,Directly funded,Y,9,12,219,142,0.648401826,155,0.707762557,219,142,0.648401826,155,0.707762557,Y
2017-2018,30,10306,0134841,Orange,Orange County Department of Education,Orange County Workforce Innovation High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1833,Directly funded,Y,9,12,230,184,0.8,196,0.852173913,158,123,0.778481013,132,0.835443038,Y
2017-2018,30,66431,3030038,Orange,Anaheim Union High,Cypress High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2884,890,0.308599168,1077,0.373439667,2807,862,0.307089419,1043,0.371571072,Y
2017-2018,30,66431,3030228,Orange,Anaheim Union High,Anaheim High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3115,2453,0.787479936,2722,0.873836276,2995,2367,0.790317195,2629,0.877796327,Y
2017-2018,30,66431,3032786,Orange,Anaheim Union High,Gilbert High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,696,531,0.762931034,565,0.811781609,557,426,0.76481149,455,0.816876122,Y
2017-2018,30,66431,3033057,Orange,Anaheim Union High,Katella High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2749,1970,0.716624227,2253,0.819570753,2710,1940,0.715867159,2222,0.819926199,Y
2017-2018,30,66431,3033115,Orange,Anaheim Union High,John F. Kennedy High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2471,1018,0.411978956,1238,0.501011736,2426,993,0.409315746,1211,0.499175598,Y
2017-2018,30,66431,3033784,Orange,Anaheim Union High,Loara High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2063,1483,0.718856035,1688,0.818225885,2034,1465,0.720255654,1666,0.819075713,Y
2017-2018,30,66431,3034204,Orange,Anaheim Union High,Magnolia High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1740,1343,0.77183908,1487,0.854597701,1687,1301,0.771191464,1442,0.854771784,Y
2017-2018,30,66431,3036712,Orange,Anaheim Union High,Savanna High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1951,1383,0.708867248,1592,0.815991799,1893,1345,0.710512414,1548,0.817749604,Y
2017-2018,30,66431,3038239,Orange,Anaheim Union High,Western High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2004,1400,0.698602794,1586,0.791417166,1923,1335,0.694227769,1520,0.790431617,Y
2017-2018,30,66449,3030624,Orange,Brea-Olinda Unified,Brea Canyon High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,49,23,0.469387755,28,0.571428571,45,21,0.466666667,25,0.555555556,Y
2017-2018,30,66449,3030640,Orange,Brea-Olinda Unified,Brea-Olinda High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1788,459,0.256711409,527,0.294742729,1714,445,0.259626604,511,0.298133022,Y
2017-2018,30,66464,0113381,Orange,Capistrano Unified,San Juan Hills High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2556,668,0.261345853,732,0.286384977,2465,646,0.262068966,709,0.287626775,Y
2017-2018,30,66464,0124131,Orange,Capistrano Unified,California Preparatory Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,134,12,0.089552239,12,0.089552239,130,12,0.092307692,12,0.092307692,Y
2017-2018,30,66464,3030210,Orange,Capistrano Unified,Capistrano Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2105,509,0.241805226,568,0.269833729,2017,491,0.243430838,550,0.272682201,Y
2017-2018,30,66464,3030574,Orange,Capistrano Unified,Aliso Niguel High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3120,506,0.162179487,556,0.178205128,3021,487,0.161204899,537,0.17775571,Y
2017-2018,30,66464,3030756,Orange,Capistrano Unified,Tesoro High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2583,231,0.089430894,253,0.097948122,2463,219,0.088915956,241,0.097848153,Y
2017-2018,30,66464,3035987,Orange,Capistrano Unified,Junipero Serra High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,161,105,0.652173913,111,0.689440994,146,96,0.657534247,101,0.691780822,Y
2017-2018,30,66464,3036001,Orange,Capistrano Unified,San Clemente High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3026,652,0.215465962,743,0.245538665,2873,625,0.217542638,713,0.248172642,Y
2017-2018,30,66464,3038569,Orange,Capistrano Unified,Dana Hills High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2588,578,0.223338485,652,0.251931994,2454,562,0.229013855,634,0.258353708,Y
2017-2018,30,66514,3030335,Orange,Fullerton Joint Union High,La Sierra High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,431,259,0.600928074,289,0.670533643,274,177,0.645985401,196,0.715328467,Y
2017-2018,30,66514,3030855,Orange,Fullerton Joint Union High,Buena Park High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1983,1342,0.676752395,1599,0.806354009,1912,1298,0.678870293,1544,0.807531381,Y
2017-2018,30,66514,3032505,Orange,Fullerton Joint Union High,Fullerton Union High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2024,926,0.457509881,1070,0.528656126,1983,903,0.455370651,1044,0.526475038,Y
2017-2018,30,66514,3033362,Orange,Fullerton Joint Union High,La Habra High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2194,923,0.420692799,1113,0.507292616,2145,906,0.422377622,1091,0.508624709,Y
2017-2018,30,66514,3033610,Orange,Fullerton Joint Union High,La Vista High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,369,266,0.720867209,288,0.780487805,316,227,0.71835443,249,0.787974684,Y
2017-2018,30,66514,3037090,Orange,Fullerton Joint Union High,Sonora High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1941,826,0.425553838,959,0.494075219,1892,811,0.428646934,943,0.498414376,Y
2017-2018,30,66514,3037348,Orange,Fullerton Joint Union High,Sunny Hills High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2244,653,0.290998217,777,0.346256684,2198,641,0.291628753,762,0.346678799,Y
2017-2018,30,66514,3037496,Orange,Fullerton Joint Union High,Troy High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2696,684,0.253709199,824,0.305637982,2649,670,0.252925632,808,0.305020763,Y
2017-2018,30,66522,3030434,Orange,Garden Grove Unified,Bolsa Grande High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2016,1342,0.665674603,1486,0.737103175,1986,1319,0.664149043,1462,0.736153072,Y
2017-2018,30,66522,3032752,Orange,Garden Grove Unified,Garden Grove High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2345,1392,0.593603412,1578,0.672921109,2322,1378,0.593453919,1561,0.672265289,Y
2017-2018,30,66522,3033578,Orange,Garden Grove Unified,La Quinta High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2211,1264,0.571687019,1447,0.654454998,2188,1251,0.571755027,1433,0.654936015,Y
2017-2018,30,66522,3033933,Orange,Garden Grove Unified,Los Amigos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1812,1395,0.76986755,1496,0.825607064,1766,1356,0.76783692,1454,0.823329558,Y
2017-2018,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1660,546,0.328915663,639,0.384939759,1636,539,0.329462103,632,0.386308068,Y
2017-2018,30,66522,3035706,Orange,Garden Grove Unified,Rancho Alamitos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1818,1230,0.676567657,1324,0.728272827,1777,1201,0.675858188,1294,0.728193585,Y
2017-2018,30,66522,3036555,Orange,Garden Grove Unified,Santiago High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2037,1536,0.754050074,1660,0.814923908,1997,1505,0.753630446,1628,0.815222834,Y
2017-2018,30,66548,3030145,Orange,Huntington Beach Union High,Ocean View High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1378,754,0.547169811,806,0.58490566,1303,712,0.546431312,762,0.584804298,Y
2017-2018,30,66548,3030368,Orange,Huntington Beach Union High,Coast High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,184,42,0.22826087,47,0.255434783,118,27,0.228813559,30,0.254237288,Y
2017-2018,30,66548,3031895,Orange,Huntington Beach Union High,Edison High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2497,341,0.136563877,391,0.156587905,2297,290,0.126251633,334,0.145407053,Y
2017-2018,30,66548,3032158,Orange,Huntington Beach Union High,Fountain Valley High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3612,1028,0.284606866,1177,0.32585825,3550,1005,0.283098592,1154,0.325070423,Y
2017-2018,30,66548,3032943,Orange,Huntington Beach Union High,Huntington Beach High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2954,502,0.169939066,539,0.182464455,2853,489,0.171398528,525,0.184016824,Y
2017-2018,30,66548,3034410,Orange,Huntington Beach Union High,Marina High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2452,600,0.244698206,658,0.268352365,2386,582,0.243922883,640,0.26823135,Y
2017-2018,30,66548,3038445,Orange,Huntington Beach Union High,Westminster High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2826,2021,0.715145081,2248,0.79547063,2746,1960,0.713765477,2184,0.795338674,Y
2017-2018,30,66548,3038551,Orange,Huntington Beach Union High,Valley Vista High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,267,155,0.580524345,168,0.629213483,236,138,0.584745763,151,0.639830508,Y
2017-2018,30,66555,3033206,Orange,Laguna Beach Unified,Laguna Beach High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1084,125,0.115313653,133,0.122693727,1047,123,0.11747851,131,0.125119389,Y
2017-2018,30,66597,0111666,Orange,Newport-Mesa Unified,Early College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,203,119,0.586206897,137,0.674876847,198,115,0.580808081,133,0.671717172,Y
2017-2018,30,66597,3030186,Orange,Newport-Mesa Unified,Monte Vista High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,44,14,0.318181818,14,0.318181818,37,13,0.351351351,13,0.351351351,Y
